Top pages,Clicks,Impressions,CTR,Position
"https://inhousewellness.com/products/maxxus-alpine?currency=USD&country=US&variant=42952794964035&utm_source=google&utm_medium=cpc&utm_campaign=Google 
Shopping&stkn=eeef2d5381d0",0,1,0%,1
"https://inhousewellness.com/products/maxxus-mx-m356-01-fs-ced?currency=USD&country=US&variant=42952795029571&utm_source=google&utm_medium=cpc&utm_campaign=Google 
Shopping&stkn=eeef2d5381d0",0,1,0%,1
"https://inhousewellness.com/products/maxxus-seattle-2-person-sauna?currency=USD&amp;country=US&amp;variant=42952802566211&amp;utm_source=google&amp;utm_medium=cpc&amp;utm_campaign=Google 
Shopping&amp;stkn=eeef2d5381d0",0,1,0%,1
https://inhousewellness.com/products/mr-steam-linear,0,1,0%,1
"https://inhousewellness.com/products/mw12-thermowood-r-outdoor-sauna-2-3-person?currency=USD&country=US&variant=42952834613315&utm_source=google&utm_medium=cpc&utm_campaign=Google 
Shopping&stkn=eeef2d5381d0",0,1,0%,1
"https://inhousewellness.com/products/narvi-split-face-stones?currency=USD&country=US&variant=42952826486851&utm_source=google&utm_medium=cpc&utm_campaign=Google 
Shopping&stkn=eeef2d5381d0",0,1,0%,1
"https://inhousewellness.com/products/primo-oval-xl-ceramic-kamado-charcoal-grill?currency=USD&country=US&variant=42952830844995&utm_source=google&utm_medium=cpc&utm_campaign=Google 
Shopping&stkn=eeef2d5381d0",0,1,0%,1
https://inhousewellness.com/products/sauna-chimney-heat-shield-back-wall-stainless-steel,0,1,0%,1
https://inhousewellness.com/products/saunalife-s2b-coldplunge,0,1,0%,1
"https://inhousewellness.com/products/saunalife-s4b-hottub?currency=USD&country=US&variant=42952851652675&utm_source=google&utm_medium=cpc&utm_campaign=Google 
Shopping&stkn=eeef2d5381d0",0,1,0%,1
"https://inhousewellness.com/products/scandia-electric-12-0kw?currency=USD&country=US&variant=42952801353795&utm_source=google&utm_medium=cpc&utm_campaign=Google 
Shopping&stkn=eeef2d5381d0",0,1,0%,1
"https://inhousewellness.com/products/scandia-electric-heater-9kw?currency=USD&country=US&variant=42952808497219&utm_source=google&utm_medium=cpc&utm_campaign=Google 
Shopping&stkn=eeef2d5381d0",0,1,0%,1
"https://inhousewellness.com/products/scandia-heater-natural-gas-40k?currency=USD&amp;country=US&amp;variant=42952813051971&amp;utm_source=google&amp;utm_medium=cpc&amp;utm_campaign=Google 
Shopping&amp;stkn=eeef2d5381d0",0,1,0%,1
"https://inhousewellness.com/products/scandia-heater-natural-gas-40k?currency=USD&country=US&variant=42952813117507&utm_source=google&utm_medium=cpc&utm_campaign=Google 
Shopping&stkn=eeef2d5381d0",0,1,0%,1
"https://inhousewellness.com/products/thermasol-twph10us?currency=USD&country=US&variant=42952853782595&utm_source=google&utm_medium=cpc&utm_campaign=Google 
Shopping&stkn=eeef2d5381d0",0,1,0%,1
https://inhousewellness.com/blogs/institute,0,1,0%,2
https://inhousewellness.com/products/cart-368-jack-daniel-s-edition-island-top,0,1,0%,2
https://inhousewellness.com/products/cozy-quattro-sauna-stove,0,1,0%,2
https://inhousewellness.com/products/dynamic-martin-1-2-person-full-spectrum-sauna,0,1,0%,2
"https://inhousewellness.com/products/finnmark-fd-3?currency=USD&country=US&variant=42952841003075&utm_source=google&utm_medium=cpc&utm_campaign=Google 
Shopping&stkn=eeef2d5381d0",0,1,0%,2
"https://inhousewellness.com/products/golden-designs-full-spectrum-sauna?currency=USD&country=US&variant=42952782774339&utm_source=google&utm_medium=cpc&utm_campaign=Google 
Shopping&stkn=eeef2d5381d0",0,1,0%,2
https://inhousewellness.com/products/harvia-virta-combi-hl90sa,0,1,0%,2
https://inhousewellness.com/products/icetubs-icebarrel-xl,0,1,0%,2
https://inhousewellness.com/products/oval-large-300-xl-400-cart-base-with-basket,0,1,0%,2
https://inhousewellness.com/blogs/institute?page=2,0,1,0%,3
https://inhousewellness.com/collections/leisurecraft-cold-plunge,0,1,0%,3
https://inhousewellness.com/collections/sauna?page=2,0,1,0%,3
https://inhousewellness.com/products/broilmaster-stainless-steel-insulated-sleeve-26-bsasl26,0,1,0%,3
https://inhousewellness.com/products/cover-for-oval-xl-or-junior-in-compact-cart-table,0,1,0%,3
https://inhousewellness.com/products/golden-designs-gdi-8230,0,1,0%,3
"https://inhousewellness.com/products/maxxus-2-person-sauna-hemlock?currency=USD&country=US&variant=42952802762819&utm_source=google&utm_medium=cpc&utm_campaign=Google 
Shopping&stkn=eeef2d5381d0",0,1,0%,3
https://inhousewellness.com/products/maxxus-mx-k306-sauna,0,1,0%,3
"https://inhousewellness.com/products/dreampod-ice-series-cold-plunge-barrel-flex?currency=USD&country=US&variant=42952771829827&utm_source=google&utm_medium=cpc&utm_campaign=Google 
Shopping&stkn=eeef2d5381d0",0,1,0%,4
https://inhousewellness.com/products/finnmark-fd-3-sauna-cover,0,1,0%,4
"https://inhousewellness.com/products/golden-designs-zurich?currency=USD&country=US&variant=42952797093955&utm_source=google&utm_medium=cpc&utm_campaign=Google 
Shopping&stkn=eeef2d5381d0",0,1,0%,4
https://inhousewellness.com/products/maxxus-sline-elite-sauna,0,1,0%,4
https://inhousewellness.com/products/primo-large-charcoal-all-in-one,0,1,0%,4
"https://inhousewellness.com/products/products-v2-float-pod-premium-isolation-tank?currency=USD&amp;country=US&amp;variant=42952772485187&amp;utm_source=google&amp;utm_medium=cpc&amp;utm_campaign=Google 
Shopping&amp;stkn=eeef2d5381d0",0,1,0%,4
https://inhousewellness.com/products/dynamic-saunas-heming,0,1,0%,5
https://inhousewellness.com/products/harvia-cx30c-xenio-control,0,1,0%,5
https://inhousewellness.com/blogs/institute/office-massage-chair-evidence-library,0,1,0%,6
https://inhousewellness.com/blogs/saunas/costco-sauna-guide-worth-it#costco-sauna-electrical,0,1,0%,6
https://inhousewellness.com/collections/newest-products?page=5,0,1,0%,6
https://inhousewellness.com/products/broilmaster-bsb324mgp,0,1,0%,6
https://inhousewellness.com/products/saunalife-ee8g,0,1,0%,6
https://inhousewellness.com/collections/hybrid,0,1,0%,7
https://inhousewellness.com/collections/newest-products?page=10,0,1,0%,7
https://inhousewellness.com/collections/primo-grills,0,1,0%,7
https://inhousewellness.com/products/catalonia-8p-infrared-sauna,0,1,0%,7
https://inhousewellness.com/products/golden-designs-st-moritz-barrel-sauna,0,1,0%,7
https://inhousewellness.com/products/kuusamo-6-person-sauna,0,1,0%,7
https://inhousewellness.com/products/medical-frozen-8-cold-plunge,0,1,0%,7
https://inhousewellness.com/blogs/saunas/mindfulness-the-revolutionary-productivity-boost,0,1,0%,8
https://inhousewellness.com/collections/dynamic-saunas?page=2,0,1,0%,8
https://inhousewellness.com/products/finnmark-fd-5-sauna-cover,0,1,0%,8
https://inhousewellness.com/products/laguna-q-gpv3100-outdoor-island,0,1,0%,8
https://inhousewellness.com/products/maxxus-3-person-infrared-sauna-near-zero,0,1,0%,8
https://inhousewellness.com/products/narvi-30-24kw-wood-burning-sauna-stove,0,1,0%,8
https://inhousewellness.com/products/saunalife-s2-cover,0,1,0%,8
https://inhousewellness.com/collections/cold-plunge-favorites,0,1,0%,9
https://inhousewellness.com/products/cal-flame-paradise-outdoor-entertainment-center,0,1,0%,9
https://inhousewellness.com/products/dynamic-ultra-low-emf-sauna,0,1,0%,9
https://inhousewellness.com/products/golden-designs-6-person-traditional-sauna,0,1,0%,9
https://inhousewellness.com/products/narvi-luosto-vs-16kw-wood-burning-sauna-stove,0,1,0%,9
https://inhousewellness.com/products/engelberg-6-person-sauna,0,1,0%,10
https://inhousewellness.com/products/golden-designs-infrared-himalayan,0,1,0%,10
https://inhousewellness.com/products/golden-designs-monaco-limited,0,1,0%,10
https://inhousewellness.com/products/harvia-m3-bk-sm-flk-pkg-16-5kw-wood-sauna-stove-package,0,1,0%,10
https://inhousewellness.com/products/maxxus-s206-elite-sauna,0,1,0%,10
https://inhousewellness.com/products/narvi-luosto-16kw-wood-burning-sauna-stove,0,1,0%,10
"https://inhousewellness.com/products/ripavi-tauko-finish-sauna?currency=USD&country=US&variant=42952792670275&utm_source=google&utm_medium=cpc&utm_campaign=Google 
Shopping&stkn=eeef2d5381d0",0,1,0%,10
https://inhousewellness.com/products/thermasol-twph1410us,0,1,0%,10
https://inhousewellness.com/collections/chimney-option,0,1,0%,11
https://inhousewellness.com/products/cal-flame-bbq-island-tropical,0,1,0%,11
https://inhousewellness.com/products/cozy-tw-thru-wall-stove,0,1,0%,11
https://inhousewellness.com/products/delta-steamscape-5kw,0,1,0%,11
https://inhousewellness.com/products/harvia-m3-ss-md-flk-pkg-16-5kw-wood-sauna-stove-package,0,1,0%,11
https://inhousewellness.com/products/finnmark-fd-1-sauna-cushion,0,1,0%,16
"https://inhousewellness.com/products/dreampod-home-float-plus?currency=USD&amp;country=US&amp;variant=42952772386883&amp;utm_source=google&amp;utm_medium=cpc&amp;utm_campaign=Google 
Shopping&amp;stkn=eeef2d5381d0",0,1,0%,18
"https://inhousewellness.com/products/dreampod-mineral-soaker?currency=USD&amp;country=US&amp;variant=42952772714563&amp;utm_source=google&amp;utm_medium=cpc&amp;utm_campaign=Google 
Shopping&amp;stkn=eeef2d5381d0",0,1,0%,18
https://inhousewellness.com/collections/red-light-therapy?page=3,0,1,0%,20
"https://inhousewellness.com/collections/saunas?filter.p.m.custom.capacity_=4 
Person&filter.p.m.custom.style=Traditional&view=grid",0,1,0%,24
https://inhousewellness.com/products/natural-finish-13-unglazed,0,1,0%,42
https://inhousewellness.com/products/cozy-fire-iron-firepit,0,1,0%,47
https://inhousewellness.com/products/broilmaster-rotisserie-kit-26-inch-stainless-gas-grill-accessory,0,1,0%,49
https://inhousewellness.com/products/huum-hive-flow-9-8kw-wood-sauna-stove,0,1,0%,52
https://inhousewellness.com/collections/sauna-heaters?page=3,0,1,0%,53
https://inhousewellness.com/products/huum-stones-24-small,0,1,0%,54
https://inhousewellness.com/products/metal710b-black-metal-roof,0,1,0%,54
https://inhousewellness.com/products/thermasol-wh14sp10s,0,1,0%,54
https://inhousewellness.com/products/cozy-heat-sauna-stones,0,1,0%,55
https://inhousewellness.com/products/harvia-r-991-sauna-stones,0,1,0%,55
https://inhousewellness.com/products/primo-all-in-one-large-round-ceramic-kamado-charcoal-grill,0,1,0%,55
https://inhousewellness.com/products/golden-designs-narvick,0,1,0%,56
https://inhousewellness.com/products/wellness-advantage,0,1,0%,63
https://inhousewellness.com/products/cardoba-2person-sauna,0,1,0%,74
https://inhousewellness.com/products/dynamic-saunas-heming?_pos=26&_sid=0c600d808&_ss=r,0,1,0%,75
https://inhousewellness.com/products/huum-uku-gold-controller,0,1,0%,88
